DayNum,NumOT,Totgamepts,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,win/loss
138,0,131,23,63,7,19,20,24,18,25,14,8,9,4,13,1
138,0,115,20,54,4,15,20,28,12,26,10,7,7,9,15,1
138,0,139,24,53,3,11,20,27,13,32,11,10,2,4,21,1
138,0,165,27,60,4,10,29,37,17,25,14,16,13,3,25,1
138,1,131,22,51,6,20,17,22,9,31,9,13,4,8,16,1
138,0,167,35,58,5,9,17,25,15,26,17,13,4,4,16,1
138,0,139,22,38,8,14,23,32,4,21,12,9,3,3,14,1
138,0,142,23,34,7,13,22,25,5,18,13,14,3,2,17,1
139,0,117,30,55,6,14,2,2,5,28,16,9,7,6,12,1
139,0,155,32,52,10,16,13,21,7,27,20,11,4,2,11,1
139,0,119,22,48,5,11,17,21,10,20,11,7,2,5,16,1
139,0,114,17,40,6,12,20,33,7,25,7,6,4,7,19,1
139,0,138,22,49,9,18,19,24,10,25,13,15,9,3,15,1
139,0,128,24,60,7,19,14,19,14,18,11,10,15,1,20,1
139,0,143,25,51,10,20,18,24,5,27,13,12,10,3,20,1
139,0,137,22,51,7,23,21,29,10,22,11,6,3,3,13,1
143,0,128,22,54,7,22,17,19,10,23,10,8,9,1,14,1
143,0,117,24,50,4,15,26,32,11,33,13,10,7,7,21,1
143,0,151,30,54,9,19,12,15,6,26,18,11,4,4,14,1
143,0,151,26,56,7,21,20,23,12,23,13,5,3,0,18,1
144,0,120,20,45,3,9,20,26,8,23,5,14,6,4,16,1
144,0,136,27,67,3,19,17,23,18,32,15,5,5,4,18,1
144,0,140,27,54,3,12,18,27,7,27,15,5,5,4,13,1
144,0,120,22,57,9,27,9,16,15,21,9,5,1,1,16,1
145,0,134,25,47,4,8,14,20,10,19,8,11,4,9,12,1
145,0,163,25,45,12,18,23,31,4,17,11,9,5,1,21,1
146,0,118,21,56,8,19,16,19,9,22,10,3,8,2,12,1
146,1,146,26,60,9,23,15,20,10,31,20,12,5,7,22,1
152,0,142,26,50,2,10,27,37,7,29,10,8,9,4,18,1
152,0,135,23,48,7,17,18,22,12,22,10,10,1,2,14,1
154,0,131,24,51,4,11,16,20,6,27,7,5,4,6,13,1
134,0,161,34,57,8,23,20,34,10,42,27,18,6,4,18,1
134,0,120,22,59,7,19,19,25,9,34,12,7,5,2,22,1
135,0,114,18,40,9,25,14,19,2,27,14,14,3,1,13,1
135,0,129,24,59,6,25,13,16,12,26,10,8,5,6,14,1
136,2,168,30,77,9,27,16,28,15,30,9,9,13,0,22,1
136,0,132,25,51,9,17,12,16,8,26,14,14,10,2,14,1
136,0,141,23,58,6,17,22,23,11,25,8,10,8,8,26,1
136,0,178,29,54,4,15,31,43,12,28,11,10,4,8,18,1
136,0,120,24,56,6,17,14,21,12,36,12,20,7,2,19,1
136,0,173,37,57,10,16,15,19,8,22,23,12,10,5,16,1
136,0,175,32,64,10,22,20,25,7,28,17,10,9,5,17,1
136,0,184,39,70,6,16,21,27,14,27,23,10,8,9,27,1
136,0,142,33,63,4,13,15,17,10,34,14,10,9,15,17,1
136,0,151,24,54,5,15,26,34,11,33,9,14,5,6,18,1
136,0,150,31,73,7,21,14,19,18,23,13,7,8,10,19,1
136,0,139,25,62,9,24,11,14,8,23,17,6,5,3,15,1
136,0,149,27,50,7,18,19,22,15,23,16,20,11,1,11,1
136,0,126,32,58,12,25,5,8,6,31,20,5,4,7,14,1
136,0,120,24,59,3,20,14,19,9,21,9,6,9,5,21,1
136,0,154,26,49,5,16,22,29,8,28,14,12,3,4,17,1
137,0,143,27,52,3,14,20,25,2,27,8,11,3,3,25,1
137,1,142,24,69,7,28,17,22,13,25,13,3,6,3,15,1
137,0,153,23,45,9,23,24,27,6,23,10,13,5,3,17,1
137,0,171,33,59,11,19,13,21,10,18,16,10,6,5,13,1
137,0,147,21,43,8,20,25,32,5,25,7,10,2,3,18,1
137,0,133,25,43,8,15,12,15,5,28,12,16,3,8,9,1
137,0,150,28,56,11,20,15,25,10,21,15,10,7,7,15,1
137,0,143,34,61,6,20,17,22,11,33,15,7,1,6,15,1
137,0,126,17,55,7,23,29,39,11,22,12,7,16,3,25,1
137,0,154,28,58,9,24,13,17,10,19,13,6,4,4,18,1
137,0,121,21,53,8,22,20,23,16,32,10,15,7,2,17,1
137,0,157,32,57,7,19,21,28,12,33,17,20,13,1,19,1
137,0,142,27,56,4,20,17,21,9,31,13,12,3,4,18,1
137,0,142,33,57,13,28,7,11,7,25,21,11,8,5,10,1
137,0,90,17,53,4,19,9,15,12,25,6,6,6,2,11,1
137,0,124,30,62,7,14,4,4,13,30,14,13,4,2,16,1
138,0,135,23,50,11,23,14,16,5,23,12,10,6,7,18,1
138,0,141,34,61,9,19,5,6,8,26,14,9,7,3,13,1
138,0,140,25,52,6,21,17,23,6,24,13,13,5,4,22,1
138,0,139,30,53,11,21,7,16,4,27,15,6,6,0,10,1
138,0,134,25,51,6,17,17,22,8,36,14,13,3,7,13,1
138,0,122,21,38,7,12,16,23,2,24,7,16,10,4,15,1
138,0,151,31,59,4,14,19,21,13,29,12,15,5,4,19,1
138,0,146,29,52,2,10,17,21,6,26,11,9,3,2,13,1
139,0,133,22,48,1,18,28,31,3,33,8,11,5,7,18,1
139,0,151,29,51,6,17,12,16,11,20,15,13,2,2,12,1
139,0,166,29,60,8,26,19,25,11,26,10,12,5,5,18,1
139,0,133,21,53,6,24,21,25,7,28,6,11,2,7,19,1
139,0,125,27,49,8,20,13,22,8,29,14,10,6,11,9,1
139,2,180,31,71,7,31,23,34,13,37,8,14,6,0,23,1
139,0,155,32,54,10,19,13,17,6,26,23,13,9,4,16,1
139,0,129,25,59,8,27,8,13,7,31,12,12,3,6,21,1
143,0,142,29,62,3,9,18,21,13,30,14,11,5,1,20,1
143,0,140,31,63,11,25,4,9,10,31,23,15,4,5,18,1
143,0,150,32,65,10,23,8,17,12,30,22,8,3,5,17,1
143,0,161,32,51,10,15,18,19,9,18,17,8,8,1,16,1
144,0,187,32,62,11,20,26,33,15,22,20,9,7,5,22,1
144,0,117,22,55,4,13,13,14,11,21,13,12,10,6,9,1
144,0,123,22,61,5,15,14,16,15,18,9,9,9,10,12,1
144,0,155,32,57,4,11,16,24,7,26,26,8,8,5,13,1
145,0,148,27,58,12,24,14,17,14,24,16,15,4,2,21,1
145,0,123,21,52,4,18,18,19,5,23,7,9,11,2,16,1
146,0,162,32,52,4,13,20,24,13,19,17,6,4,1,17,1
146,0,130,21,57,6,18,20,25,12,24,10,8,11,7,15,1
152,0,149,35,65,4,17,9,11,16,27,18,12,6,5,12,1
152,0,146,35,49,11,18,14,19,7,25,14,11,12,3,11,1
154,0,151,28,48,8,14,13,17,2,21,6,10,5,5,16,1
134,0,183,31,47,6,16,27,36,7,22,18,15,6,3,26,1
134,0,133,25,47,10,19,7,13,6,19,14,16,6,1,13,1
135,0,130,22,48,5,16,18,22,6,34,14,18,4,1,13,1
135,0,146,24,57,7,19,20,27,16,20,12,7,4,4,13,1
136,0,182,36,62,4,11,24,28,7,33,14,7,3,3,18,1
136,0,140,24,49,8,19,20,30,5,37,15,12,4,6,15,1
136,0,145,26,54,7,22,21,27,12,26,16,15,12,4,12,1
136,0,166,30,54,2,13,24,39,9,37,16,16,9,9,19,1
136,0,112,25,63,8,30,8,18,14,36,8,9,5,7,13,1
136,0,157,30,54,8,19,16,18,7,31,17,13,4,3,15,1
136,0,153,28,58,7,13,18,27,11,26,19,8,4,3,20,1
136,0,134,26,53,6,14,10,18,8,29,10,12,7,0,18,1
136,0,118,21,52,4,11,14,21,9,27,10,6,4,3,9,1
136,0,150,31,60,9,20,9,14,11,27,16,10,2,6,15,1
136,0,162,25,45,6,17,29,39,7,30,13,15,5,4,20,1
136,0,132,31,60,6,17,8,11,14,29,14,13,5,3,17,1
136,0,147,26,52,7,17,17,25,6,27,9,8,5,5,19,1
136,0,166,30,66,5,11,21,29,17,25,15,13,7,5,19,1
136,0,158,26,60,13,31,19,25,17,20,19,8,4,3,22,1
136,0,141,25,50,9,23,17,24,9,25,15,15,8,2,17,1
137,0,148,28,60,3,7,18,23,8,24,13,10,12,7,20,1
137,0,164,35,61,4,8,17,19,10,29,15,12,4,7,15,1
137,0,136,27,43,5,11,16,22,7,24,10,11,4,4,12,1
137,0,152,29,62,13,28,16,23,14,22,15,8,13,8,17,1
137,0,162,36,64,11,25,17,20,11,34,19,12,6,6,17,1
137,0,149,27,61,3,17,22,28,11,35,12,12,5,9,15,1
137,0,141,31,64,5,15,11,14,16,20,14,6,7,5,12,1
137,0,183,29,56,16,29,18,22,6,15,19,4,5,6,14,1
137,0,136,30,53,6,20,12,14,10,26,18,12,1,3,18,1
137,0,167,38,75,8,22,19,26,20,34,18,10,6,4,13,1
137,0,170,35,63,9,23,14,21,15,26,11,12,8,2,14,1
137,0,156,26,58,4,21,28,31,8,30,11,8,8,3,16,1
137,0,166,36,68,8,24,13,19,13,23,17,9,11,2,13,1
137,0,177,37,59,7,14,16,23,6,27,25,6,2,3,12,1
137,0,131,24,50,8,28,10,14,9,25,14,10,5,4,16,1
137,0,122,19,48,6,20,20,27,13,35,11,16,0,8,19,1
138,0,129,23,51,4,11,19,23,9,23,4,9,7,5,12,1
138,0,139,24,47,8,15,18,23,2,26,16,10,4,2,16,1
138,0,104,23,50,8,21,11,18,7,29,10,10,6,1,10,1
138,0,152,26,59,4,16,23,36,15,27,10,14,7,7,18,1
138,0,156,31,64,8,26,10,15,9,29,27,10,6,1,15,1
138,0,154,27,54,8,14,21,26,10,24,16,12,6,5,18,1
138,0,127,26,49,6,18,7,16,12,22,10,14,4,5,19,1
138,0,157,30,54,11,17,20,26,7,29,20,9,4,3,20,1
139,0,160,31,61,7,19,13,15,14,20,16,12,8,3,16,1
139,0,160,34,64,8,20,14,15,8,28,12,7,9,3,16,1
139,0,127,23,55,7,18,12,18,10,26,11,7,6,5,11,1
139,0,142,28,57,6,17,11,14,9,21,11,6,4,4,15,1
139,0,137,24,63,5,17,19,25,18,27,15,17,13,4,10,1
139,0,147,25,52,7,16,18,27,15,20,11,14,8,2,14,1
139,0,169,27,63,7,22,27,32,15,22,16,11,8,2,22,1
139,0,146,31,62,11,28,6,10,7,23,21,3,5,5,10,1
143,0,119,18,44,4,10,21,32,7,27,7,16,5,3,26,1
143,0,164,34,62,15,28,15,22,12,24,18,10,9,2,15,1
143,0,137,26,58,8,17,9,16,6,30,15,5,6,3,9,1
143,0,144,28,53,6,16,11,16,7,20,14,8,3,1,14,1
144,1,167,28,62,8,22,20,28,14,20,10,12,4,7,24,1
144,0,161,31,63,10,23,14,17,10,19,18,6,5,5,17,1
144,0,172,31,57,9,24,21,33,10,28,22,10,7,1,21,1
144,0,120,23,50,8,20,16,23,11,29,12,16,7,6,20,1
145,0,142,29,61,12,24,13,25,11,30,15,10,7,6,19,1
145,0,134,29,57,11,25,5,7,9,27,12,13,5,8,13,1
146,0,148,27,58,3,15,18,26,13,31,17,16,7,9,18,1
146,0,147,26,53,2,10,23,31,11,23,7,11,4,2,17,1
152,0,150,29,60,9,19,10,13,10,31,15,12,3,8,21,1
152,0,153,25,68,8,21,19,27,17,26,16,11,7,3,22,1
154,0,136,26,73,4,27,15,26,15,31,15,4,7,8,22,1
134,1,176,29,67,12,31,14,31,17,28,16,15,5,0,22,0
136,0,131,20,64,4,16,7,7,8,26,12,17,10,3,15,0
136,0,155,25,69,7,28,14,21,20,22,11,12,2,5,18,0
136,0,152,27,60,7,17,12,17,14,17,20,21,6,6,21,0
136,1,150,25,56,9,21,15,20,10,26,16,14,5,8,19,0
136,0,111,20,64,2,17,11,13,15,26,11,11,8,4,22,0
136,0,124,18,54,3,11,18,22,11,24,8,19,5,4,19,0
136,0,143,26,66,10,27,7,10,13,22,13,10,7,6,24,0
136,0,125,22,58,8,24,8,13,17,18,10,14,6,5,16,0
136,0,125,23,56,6,17,9,10,13,19,13,13,6,1,15,0
136,0,140,24,54,5,15,15,25,14,20,14,9,4,1,20,0
136,0,143,26,65,8,19,11,21,11,18,19,13,6,0,19,0
136,0,139,23,66,8,23,15,20,14,23,15,12,11,3,25,0
136,0,125,21,52,6,20,6,8,7,22,8,18,7,2,23,0
136,0,146,20,61,4,18,25,32,17,25,7,11,3,0,18,0
136,0,155,28,66,9,28,6,9,12,16,11,11,3,3,19,0
136,0,155,29,71,7,24,9,15,22,21,9,10,4,0,20,0
137,1,128,22,59,6,24,13,16,15,21,11,12,8,4,19,0
137,0,93,16,44,6,21,8,14,8,22,10,10,6,4,13,0
137,0,140,19,57,6,18,11,18,12,25,10,16,1,4,16,0
137,0,129,22,52,5,12,13,16,9,20,13,8,2,6,21,0
137,0,159,22,60,4,15,16,22,15,18,10,19,7,1,15,0
137,0,150,24,54,2,21,14,22,8,21,11,18,5,3,18,0
137,0,148,20,55,13,29,20,26,10,19,16,8,7,1,19,0
137,0,143,26,60,5,14,7,17,12,23,9,13,6,8,19,0
137,0,140,20,41,8,18,15,16,2,13,17,18,5,0,20,0
137,0,148,21,51,7,21,12,18,9,20,13,19,6,2,20,0
137,0,136,20,60,6,26,10,17,17,18,7,16,7,3,13,0
137,0,141,22,61,6,21,15,18,14,14,16,11,9,2,14,0
137,0,143,23,62,5,21,10,12,13,16,5,11,9,3,16,0
137,0,118,19,55,3,17,17,24,13,29,8,17,6,2,22,0
137,0,149,24,60,5,10,20,28,13,25,7,15,12,4,20,0
137,0,130,23,65,11,29,2,6,12,21,13,9,6,6,19,0
138,2,191,34,77,11,30,16,21,16,27,20,11,5,5,25,0
138,0,159,27,62,8,23,12,17,11,22,12,11,2,6,18,0
138,0,146,21,57,8,17,10,14,14,19,8,21,4,2,14,0
138,0,184,28,69,4,15,16,23,17,14,11,11,7,5,21,0
138,1,193,31,72,15,36,15,19,18,20,19,12,4,4,17,0
138,0,128,22,63,5,17,11,16,10,31,12,9,6,3,10,0
138,0,139,27,52,5,16,6,12,6,18,6,9,5,4,23,0
138,0,121,26,59,3,11,5,5,11,30,12,11,1,3,16,0
139,0,130,18,49,8,23,18,21,12,23,5,18,7,7,23,0
139,0,150,28,54,11,25,4,4,8,19,13,14,8,2,21,0
139,0,128,19,48,4,14,12,16,8,14,8,16,7,2,19,0
139,0,141,20,57,7,18,17,24,8,20,12,7,2,0,16,0
139,0,114,16,43,5,21,9,12,8,14,9,14,2,1,20,0
139,0,126,19,44,6,17,8,10,5,15,13,16,3,2,18,0
139,0,124,22,63,3,19,9,19,11,27,16,22,8,4,19,0
139,0,144,23,62,5,16,16,24,13,22,10,13,7,2,24,0
143,0,159,25,59,10,23,11,18,9,27,15,19,6,4,16,0
143,0,134,25,65,10,26,5,8,11,22,11,14,6,7,18,0
143,0,120,19,45,8,21,11,16,7,19,9,15,7,1,20,0
143,0,151,29,55,4,14,12,15,10,20,18,12,6,4,19,0
144,0,118,20,54,2,16,16,18,9,24,8,15,12,4,15,0
144,0,119,19,43,4,13,12,17,7,14,10,13,7,2,18,0
144,0,157,27,63,10,22,14,17,14,26,15,17,5,5,19,0
144,0,160,30,71,4,13,14,25,14,27,13,11,7,8,21,0
145,0,153,23,55,10,22,19,23,11,26,16,19,8,2,17,0
145,0,152,25,64,4,16,15,24,20,16,14,11,10,2,19,0
146,0,110,18,58,5,28,6,11,14,14,10,19,13,4,16,0
146,0,161,25,54,8,16,18,26,12,26,11,12,1,2,28,0
152,0,155,23,74,3,16,12,18,21,18,7,11,7,3,17,0
152,0,179,27,63,10,21,20,32,17,17,20,14,6,2,26,0
154,0,159,31,71,4,20,12,30,26,26,18,18,9,4,16,0
134,0,129,18,61,7,30,14,19,21,21,12,17,7,3,20,0
136,0,129,24,59,12,22,4,5,10,20,15,10,4,1,14,0
136,0,123,19,60,11,32,4,6,11,18,10,12,7,1,19,0
136,2,145,27,79,3,20,12,23,18,32,11,10,5,3,29,0
136,0,157,22,57,7,20,10,17,9,22,7,21,7,1,20,0
136,0,125,18,63,6,23,7,11,10,21,8,13,6,0,20,0
136,0,135,21,45,3,13,15,22,4,22,4,14,4,4,18,0
136,0,169,29,56,5,17,20,24,9,20,13,14,2,2,25,0
136,0,138,23,55,5,16,15,18,6,20,14,14,9,0,25,0
136,0,115,17,39,8,25,10,13,2,19,15,16,7,2,15,0
136,0,156,28,53,5,11,15,19,7,22,12,14,4,3,15,0
136,0,145,22,51,6,20,13,18,7,29,15,26,7,1,22,0
136,0,116,15,63,2,15,13,21,22,17,2,19,8,3,15,0
136,0,155,26,55,10,26,13,19,15,21,19,9,2,1,23,0
136,0,115,18,51,5,26,8,12,9,14,11,7,5,0,18,0
136,0,149,25,58,6,24,17,21,13,20,14,14,11,4,20,0
136,0,157,29,57,11,20,9,13,7,20,17,17,7,4,22,0
137,0,109,19,50,3,18,10,10,9,17,12,8,2,0,12,0
137,0,157,29,74,6,23,13,20,17,21,14,6,11,3,14,0
137,0,125,21,54,10,27,8,10,3,25,15,10,2,1,16,0
137,0,125,17,49,8,20,11,17,9,18,8,10,4,2,13,0
137,0,131,20,64,3,16,10,14,11,15,10,15,9,0,25,0
137,0,172,30,66,11,30,5,12,12,17,13,17,13,1,19,0
137,0,102,15,42,2,13,11,16,4,21,9,12,5,4,14,0
137,0,137,18,51,9,27,7,15,3,17,12,17,7,0,18,0
137,0,113,16,49,5,22,15,23,11,21,9,15,9,2,21,0
137,0,131,21,59,3,19,11,13,12,15,19,14,8,2,15,0
137,0,124,23,61,6,26,6,6,15,21,12,15,4,2,18,0
137,0,97,16,52,5,20,7,10,9,24,10,14,6,0,22,0
137,0,202,35,64,6,20,24,34,10,31,19,16,6,5,30,0
137,0,129,22,63,2,19,12,16,18,18,10,12,13,1,19,0
137,0,140,25,54,7,16,7,13,13,16,17,14,8,3,19,0
137,0,150,25,63,10,32,10,13,13,13,18,10,7,1,23,0
138,0,137,26,73,7,24,8,11,22,27,12,12,2,0,31,0
138,0,127,20,59,5,15,10,13,9,26,12,8,1,0,20,0
138,0,152,24,57,3,17,11,16,8,14,11,10,4,0,27,0
138,0,163,28,75,3,22,13,18,19,20,9,10,4,1,23,0
138,0,135,25,53,3,12,12,14,9,20,16,9,7,2,11,0
138,0,142,20,52,3,12,27,38,12,28,13,17,5,6,26,0
138,0,153,25,65,9,28,16,19,16,20,14,11,6,1,21,0
138,0,164,29,63,7,20,15,20,8,24,15,8,5,3,23,0
139,0,111,20,44,5,13,9,15,11,19,14,22,11,2,14,0
139,0,160,27,58,7,16,7,11,14,20,14,13,1,5,14,0
139,0,141,23,54,6,20,11,15,9,18,19,14,6,1,18,0
139,0,123,20,50,6,17,7,14,11,11,9,12,6,3,15,0
139,0,114,17,48,8,18,13,17,7,24,9,13,4,3,20,0
139,0,151,27,61,7,20,14,18,20,21,13,16,4,4,16,0
139,0,148,27,57,13,31,6,8,13,18,13,6,1,1,20,0
139,0,163,26,72,9,26,13,21,18,22,14,8,11,3,21,0
143,0,151,26,55,5,14,14,20,16,19,12,18,5,4,20,0
143,0,126,20,57,8,24,5,8,6,15,11,11,8,0,14,0
143,0,114,21,58,3,17,6,10,16,17,8,12,5,1,18,0
143,0,164,27,51,8,16,18,25,7,21,15,15,6,0,22,0
144,0,134,26,64,4,13,6,11,14,22,17,12,5,2,15,0
144,0,139,22,69,5,20,18,24,16,29,5,11,4,3,22,0
144,0,174,23,71,8,33,20,24,14,19,12,12,13,4,27,0
144,0,150,26,62,7,16,12,17,14,21,12,8,1,6,25,0
145,0,158,25,60,6,19,15,18,12,21,14,9,2,5,23,0
145,0,126,22,57,8,26,10,13,6,18,15,5,8,3,14,0
146,0,129,22,63,3,15,16,23,16,24,8,10,5,0,21,0
146,1,150,26,65,6,19,13,19,12,26,15,15,8,3,26,0
152,0,157,29,71,6,22,14,23,17,20,11,9,8,3,24,0
152,0,132,22,50,4,15,17,25,12,21,10,13,3,0,15,0
154,0,155,27,71,7,22,12,21,18,25,9,14,10,1,26,0
134,0,148,23,59,10,28,13,18,10,19,16,14,6,3,17,0
136,0,119,20,55,7,19,6,10,12,20,15,12,6,3,16,0
136,0,150,25,71,10,30,5,10,16,18,17,17,11,2,19,0
136,0,140,20,59,5,17,19,25,16,27,5,11,6,1,20,0
136,0,138,22,60,10,26,10,12,10,26,16,13,4,0,19,0
136,0,122,23,57,4,16,5,11,15,27,11,17,6,3,19,0
136,0,136,26,59,6,18,6,11,13,22,14,17,5,1,20,0
136,0,118,24,68,5,10,4,6,13,27,2,5,5,6,16,0
136,0,151,24,68,6,28,13,15,11,26,12,16,8,2,16,0
136,0,150,25,59,8,23,13,18,10,20,10,10,7,3,20,0
136,0,144,26,60,6,20,8,15,9,18,16,13,5,2,15,0
136,0,150,23,64,6,31,16,22,16,26,10,21,6,5,26,0
136,0,114,22,53,2,9,8,9,5,17,13,10,6,1,20,0
136,0,124,21,52,6,20,6,9,11,24,12,22,5,1,19,0
136,0,165,33,65,9,20,2,8,12,21,15,18,5,0,16,0
136,0,124,21,50,8,20,11,13,10,17,12,17,8,3,16,0
136,0,156,26,50,9,23,12,16,12,22,17,19,3,3,20,0
137,0,127,20,46,1,11,22,27,8,26,14,13,5,3,15,0
137,0,148,21,61,11,28,18,21,12,17,16,10,10,6,21,0
137,0,103,19,52,5,15,3,6,9,21,10,11,3,1,23,0
137,0,129,18,46,9,18,17,26,10,23,8,20,8,5,21,0
137,0,148,29,65,6,16,4,16,12,22,19,14,9,4,20,0
137,0,117,21,63,5,23,6,10,20,21,8,17,9,1,18,0
137,0,130,24,53,4,12,10,18,13,24,14,18,7,0,21,0
137,0,170,26,61,7,20,22,26,10,20,13,15,9,1,29,0
137,0,163,24,63,4,18,18,25,12,18,9,5,6,3,19,0
137,0,138,23,58,8,21,9,14,12,24,11,20,8,2,18,0
137,0,164,25,58,6,15,12,18,11,11,12,10,9,0,16,0
137,0,113,20,45,3,10,7,10,5,14,10,17,12,2,22,0
137,0,121,17,51,4,20,18,22,16,26,3,20,2,2,17,0
137,1,117,23,55,3,12,8,9,14,23,8,24,9,3,12,0
137,0,102,17,57,4,25,9,12,12,23,6,17,9,4,20,0
137,0,109,22,53,4,17,4,8,8,27,8,8,4,2,15,0
138,0,148,21,64,6,30,15,18,15,17,15,14,9,2,22,0
138,0,130,20,54,3,9,16,25,12,20,10,14,10,1,17,0
138,0,129,20,61,7,26,13,19,16,21,10,10,4,4,19,0
138,0,140,29,62,2,13,9,18,17,27,14,13,2,1,17,0
138,0,125,21,66,2,19,14,19,19,14,3,7,8,3,24,0
138,0,176,30,67,8,24,11,17,17,14,13,8,4,1,18,0
138,2,216,36,71,9,23,24,36,17,29,23,18,7,3,28,0
138,0,158,23,50,4,11,25,35,15,21,16,22,6,2,22,0
139,0,118,20,62,4,13,11,21,18,21,9,10,7,5,19,0
139,0,130,20,53,6,16,8,10,7,15,11,7,7,0,21,0
139,0,133,22,70,7,22,10,14,23,18,5,9,4,0,19,0
139,0,127,22,52,2,14,16,18,9,22,9,14,3,4,16,0
139,0,157,27,76,4,13,7,17,20,27,20,17,8,2,23,0
139,0,162,23,56,6,19,25,30,12,16,14,11,8,0,28,0
139,0,141,20,52,7,18,18,25,10,24,9,19,6,4,30,0
139,0,133,23,50,5,15,11,14,7,22,13,10,4,2,24,0
143,0,157,29,66,10,23,10,13,16,11,17,8,10,0,17,0
143,0,140,22,57,7,29,12,18,13,22,12,12,4,3,12,0
143,0,172,28,67,6,25,17,28,13,20,15,11,9,0,25,0
143,0,125,24,56,1,8,11,16,15,19,10,16,11,1,15,0
144,0,114,17,41,4,10,14,28,9,16,10,12,5,0,20,0
144,0,146,22,51,7,23,17,24,9,24,8,22,11,2,22,0
144,0,133,23,61,8,28,12,19,14,19,7,9,5,5,21,0
144,0,121,19,50,9,22,9,13,2,19,12,13,10,5,25,0
145,1,179,32,61,7,18,18,21,12,25,21,17,11,8,10,0
145,1,178,26,47,18,27,15,19,4,15,23,14,5,2,19,0
146,2,182,31,69,9,19,17,23,16,21,14,11,7,3,25,0
146,0,170,30,61,11,24,11,13,10,19,17,12,5,0,17,0
152,0,129,21,54,6,20,9,12,7,19,10,5,5,4,13,0
152,0,158,25,74,7,23,14,18,15,27,15,12,10,4,19,0
154,0,145,27,70,12,40,4,6,17,22,18,8,8,1,18,0
134,0,120,19,63,4,15,7,13,15,27,7,13,4,4,11,0
136,0,175,32,61,7,22,14,19,13,15,13,12,9,4,22,0
136,2,164,26,63,10,25,14,18,14,23,18,15,4,2,22,0
136,0,124,22,62,4,13,6,10,16,16,8,16,14,4,20,0
136,0,126,19,55,9,20,3,6,7,24,8,16,7,3,17,0
136,1,173,32,54,11,22,10,18,8,25,20,15,2,1,22,0
136,0,154,21,51,10,28,23,33,10,21,14,8,4,1,20,0
136,0,147,21,41,13,27,14,18,1,14,15,11,7,1,13,0
136,0,170,31,55,10,18,11,15,10,26,15,16,7,2,19,0
136,0,144,23,61,3,18,15,25,13,16,6,15,10,3,19,0
136,0,166,33,70,5,18,8,10,17,19,15,9,5,7,23,0
136,0,124,22,56,7,24,10,17,15,20,14,15,7,3,15,0
136,0,124,20,51,4,19,14,21,11,24,12,12,6,2,16,0
136,0,122,17,59,4,19,6,13,9,18,9,14,8,3,16,0
136,0,136,25,51,3,13,8,10,9,26,14,22,3,2,14,0
136,0,156,32,61,5,14,5,8,10,25,18,18,8,4,25,0
136,0,152,21,61,6,20,18,19,11,25,10,13,10,6,24,0
137,0,169,25,58,10,20,15,22,12,15,19,10,4,3,17,0
137,0,150,26,58,7,18,14,19,11,25,11,18,12,1,25,0
137,0,114,19,47,2,12,15,24,12,20,13,13,4,4,15,0
137,0,131,24,52,4,15,7,8,8,14,12,12,11,1,14,0
137,0,140,26,60,10,26,3,5,6,18,17,10,2,2,23,0
137,0,103,17,48,7,26,8,12,9,22,10,8,4,3,15,0
137,0,133,25,58,5,24,9,17,13,25,17,10,5,7,20,0
137,0,172,28,53,7,15,15,20,7,17,14,13,4,4,17,0
137,0,110,20,47,5,16,7,10,9,17,9,13,7,1,18,0
137,0,134,25,65,7,27,8,12,17,16,5,13,9,2,19,0
137,0,127,18,41,6,18,21,26,9,27,10,19,4,5,17,0
137,0,132,26,68,5,22,5,7,14,30,13,9,1,3,20,0
137,0,143,23,59,9,22,9,13,14,15,12,10,6,1,19,0
137,0,112,17,53,10,27,8,13,11,10,10,8,4,1,20,0
137,0,103,14,41,4,17,13,17,6,25,12,18,7,3,17,0
137,0,110,20,47,4,13,2,4,6,20,12,15,7,2,14,0
138,0,125,20,55,7,20,9,11,6,23,19,7,3,3,13,0
138,0,135,21,68,5,18,14,19,19,20,10,14,8,3,29,0
138,0,142,22,61,7,20,9,17,14,19,10,11,6,3,18,0
138,0,170,31,69,16,36,2,6,14,24,18,13,2,3,29,0
138,0,115,22,53,6,13,7,12,10,26,9,17,7,3,22,0
138,0,121,19,39,2,11,19,25,10,20,10,15,7,3,15,0
138,0,131,25,63,5,18,9,11,10,25,15,12,4,0,28,0
138,0,153,27,67,10,29,9,13,18,20,15,10,9,7,20,0
139,0,138,25,61,6,20,10,11,12,26,11,14,2,2,23,0
139,0,170,29,62,8,24,17,18,11,23,15,14,7,1,21,0
139,0,125,23,64,10,30,4,4,13,27,16,13,3,10,15,0
139,0,122,19,47,5,16,9,9,3,21,10,11,4,4,14,0
139,0,128,15,41,2,12,24,29,11,22,8,19,4,0,20,0
139,0,129,22,56,3,22,7,12,6,22,10,13,7,3,17,0
139,0,160,28,65,5,17,17,20,20,14,15,10,7,2,19,0
139,0,121,21,55,6,20,6,11,17,24,13,24,7,3,24,0
143,0,116,18,65,5,26,13,16,17,27,12,16,9,5,18,0
143,0,144,20,60,5,16,19,27,14,21,6,17,4,3,18,0
143,0,145,25,55,15,33,6,8,3,13,19,8,3,1,14,0
